,holiday,temp_K,temp_oC,temp_oF,rain_mm,snow_mm,cloud_cover_%,weather_main,weather_description,date_time,traffic_volume
9559,N/A,248.48,-24.67,-12.41,0.0,0.0,1,Clear,sky is clear,2014-01-08 06:00:00,5475
9560,N/A,248.15,-25.0,-13.0,0.0,0.0,1,Clear,sky is clear,2014-01-08 07:00:00,6280
9561,N/A,247.64,-25.51,-13.92,0.0,0.0,1,Clear,sky is clear,2014-01-08 08:00:00,5332
9562,N/A,249.8,-23.35,-10.03,0.0,0.0,75,Clouds,broken clouds,2014-01-08 09:00:00,4669
9563,N/A,250.8,-22.35,-8.23,0.0,0.0,1,Clear,sky is clear,2014-01-08 10:00:00,4080
9564,N/A,253.99,-19.16,-2.49,0.0,0.0,1,Clear,sky is clear,2014-01-08 11:00:00,4121
9565,N/A,255.57,-17.58,0.36,0.0,0.0,5,Clear,sky is clear,2014-01-08 12:00:00,4460
9566,N/A,256.1,-17.05,1.31,0.0,0.0,5,Clear,sky is clear,2014-01-08 14:00:00,4943
9567,N/A,256.32,-16.83,1.71,0.0,0.0,64,Clouds,broken clouds,2014-01-08 15:00:00,5469
9568,N/A,256.25,-16.9,1.58,0.0,0.0,64,Clouds,broken clouds,2014-01-08 16:00:00,6273
9569,N/A,255.34,-17.81,-0.06,0.0,0.0,1,Clear,sky is clear,2014-01-08 17:00:00,5932
9570,N/A,250.78,-22.37,-8.27,0.0,0.0,1,Clear,sky is clear,2014-01-08 18:00:00,4305
9571,N/A,248.66,-24.49,-12.08,0.0,0.0,1,Clear,sky is clear,2014-01-08 19:00:00,2922
9572,N/A,248.13,-25.02,-13.04,0.0,0.0,5,Clear,sky is clear,2014-01-08 20:00:00,2313
9573,N/A,248.14,-25.01,-13.02,0.0,0.0,1,Clear,sky is clear,2014-01-08 21:00:00,2039
9574,N/A,248.7,-24.45,-12.01,0.0,0.0,1,Clear,sky is clear,2014-01-08 22:00:00,1436
9575,N/A,248.15,-25.0,-13.0,0.0,0.0,1,Clear,sky is clear,2014-01-08 23:00:00,959
9576,N/A,249.17,-23.98,-11.16,0.0,0.0,1,Clear,sky is clear,2014-01-09 00:00:00,544
9577,N/A,251.5,-21.65,-6.97,0.0,0.0,1,Clear,sky is clear,2014-01-09 01:00:00,311
9578,N/A,253.53,-19.62,-3.32,0.0,0.0,64,Clouds,broken clouds,2014-01-09 03:00:00,336
9579,N/A,255.35,-17.8,-0.04,0.0,0.0,64,Clouds,broken clouds,2014-01-09 04:00:00,749
9580,N/A,256.01,-17.14,1.15,0.0,0.0,64,Clouds,broken clouds,2014-01-09 05:00:00,2622
9581,N/A,256.82,-16.33,2.61,0.0,0.0,64,Clouds,broken clouds,2014-01-09 06:00:00,5562
9582,N/A,256.74,-16.41,2.46,0.0,0.0,64,Clouds,broken clouds,2014-01-09 07:00:00,6190
9583,N/A,257.43,-15.72,3.7,0.0,0.0,64,Clouds,broken clouds,2014-01-09 08:00:00,5778
9584,N/A,257.88,-15.27,4.51,0.0,0.0,64,Clouds,broken clouds,2014-01-09 09:00:00,4762
9585,N/A,259.3,-13.85,7.07,0.0,0.0,64,Clouds,broken clouds,2014-01-09 10:00:00,4243
9586,N/A,261.29,-11.86,10.65,0.0,0.0,64,Clouds,broken clouds,2014-01-09 11:00:00,4596
9587,N/A,263.12,-10.03,13.95,0.0,0.0,64,Clouds,broken clouds,2014-01-09 12:00:00,4851
9588,N/A,264.63,-8.52,16.66,0.0,0.0,64,Clouds,broken clouds,2014-01-09 13:00:00,4839
9589,N/A,265.39,-7.76,18.03,0.0,0.0,64,Clouds,broken clouds,2014-01-09 14:00:00,5219
9590,N/A,266.15,-7.0,19.4,0.0,0.0,64,Clouds,broken clouds,2014-01-09 15:00:00,5702
9591,N/A,265.73,-7.42,18.64,0.0,0.0,40,Clouds,scattered clouds,2014-01-09 16:00:00,6421
9592,N/A,265.42,-7.73,18.09,0.0,0.0,75,Clouds,broken clouds,2014-01-09 17:00:00,6038
9593,N/A,264.67,-8.48,16.74,0.0,0.0,64,Clouds,broken clouds,2014-01-09 19:00:00,3287
9594,N/A,264.52,-8.63,16.47,0.0,0.0,64,Clouds,broken clouds,2014-01-09 20:00:00,2728
9595,N/A,264.64,-8.51,16.68,0.0,0.0,64,Clouds,broken clouds,2014-01-09 21:00:00,2440
9596,N/A,264.55,-8.6,16.52,0.0,0.0,64,Mist,mist,2014-01-09 22:00:00,1654
9597,N/A,264.44,-8.71,16.32,0.0,0.0,64,Mist,mist,2014-01-09 23:00:00,1053
9598,N/A,264.68,-8.47,16.75,0.0,0.0,64,Haze,haze,2014-01-10 00:00:00,568
9599,N/A,264.38,-8.77,16.21,0.0,0.0,64,Mist,mist,2014-01-10 01:00:00,406
9600,N/A,265.03,-8.12,17.38,0.0,0.0,64,Mist,mist,2014-01-10 02:00:00,287
9601,N/A,265.58,-7.57,18.37,0.0,0.0,64,Mist,mist,2014-01-10 03:00:00,372
9602,N/A,266.02,-7.13,19.17,0.0,0.0,64,Mist,mist,2014-01-10 04:00:00,699
9603,N/A,266.4,-6.75,19.85,0.0,0.0,64,Mist,mist,2014-01-10 05:00:00,2488
9604,N/A,266.81,-6.34,20.59,0.0,0.0,64,Mist,mist,2014-01-10 06:00:00,5266
9605,N/A,267.24,-5.91,21.36,0.0,0.0,64,Mist,mist,2014-01-10 07:00:00,5361
9606,N/A,267.43,-5.72,21.7,0.0,0.0,64,Mist,mist,2014-01-10 08:00:00,5265
9607,N/A,267.96,-5.19,22.66,0.0,0.0,64,Mist,mist,2014-01-10 09:00:00,5052
9608,N/A,268.5,-4.65,23.63,0.0,0.0,64,Mist,mist,2014-01-10 10:00:00,4211
9609,N/A,269.34,-3.81,25.14,0.0,0.0,64,Mist,mist,2014-01-10 11:00:00,4705
9610,N/A,270.11,-3.04,26.53,0.0,0.0,64,Mist,mist,2014-01-10 12:00:00,5073
9611,N/A,270.63,-2.52,27.46,0.0,0.0,64,Mist,mist,2014-01-10 13:00:00,5078
9612,N/A,271.1,-2.05,28.31,0.0,0.0,64,Mist,mist,2014-01-10 14:00:00,5318
9613,N/A,271.53,-1.62,29.08,0.0,0.0,64,Mist,mist,2014-01-10 15:00:00,5741
9614,N/A,271.8,-1.35,29.57,0.0,0.0,90,Mist,mist,2014-01-10 16:00:00,6235
9615,N/A,272.15,-1.0,30.2,0.0,0.0,90,Mist,mist,2014-01-10 17:00:00,5706
9616,N/A,271.55,-1.6,29.12,0.0,0.0,64,Mist,mist,2014-01-10 19:00:00,3355
9617,N/A,271.62,-1.53,29.25,0.0,0.0,90,Mist,mist,2014-01-10 20:00:00,2706
9618,N/A,271.65,-1.5,29.3,0.0,0.0,90,Mist,mist,2014-01-10 21:00:00,2712
9619,N/A,271.56,-1.59,29.14,0.0,0.0,64,Mist,mist,2014-01-10 23:00:00,1536
9620,N/A,271.51,-1.64,29.05,0.0,0.0,64,Mist,mist,2014-01-11 01:00:00,651
9621,N/A,271.6,-1.55,29.21,0.0,0.0,64,Mist,mist,2014-01-11 02:00:00,540
9622,N/A,271.6,-1.55,29.21,0.0,0.0,64,Mist,mist,2014-01-11 03:00:00,376
9623,N/A,271.45,-1.7,28.94,0.0,0.0,64,Mist,mist,2014-01-11 04:00:00,365
9624,N/A,271.03,-2.12,28.18,0.0,0.0,64,Mist,mist,2014-01-11 05:00:00,741
9625,N/A,270.53,-2.62,27.28,0.0,0.0,90,Mist,mist,2014-01-11 06:00:00,1233
9626,N/A,269.74,-3.41,25.86,0.0,0.0,64,Mist,mist,2014-01-11 07:00:00,1834
9627,N/A,269.36,-3.79,25.18,0.0,0.0,64,Clouds,broken clouds,2014-01-11 08:00:00,2584
9628,N/A,269.43,-3.72,25.3,0.0,0.0,64,Mist,mist,2014-01-11 09:00:00,3147
9629,N/A,269.89,-3.26,26.13,0.0,0.0,64,Mist,mist,2014-01-11 10:00:00,3332
9630,N/A,270.72,-2.43,27.63,0.0,0.0,64,Mist,mist,2014-01-11 11:00:00,4027
9631,N/A,271.23,-1.92,28.54,0.0,0.0,64,Clouds,broken clouds,2014-01-11 12:00:00,4554
9632,N/A,271.46,-1.69,28.96,0.0,0.0,64,Clouds,broken clouds,2014-01-11 13:00:00,4509
9633,N/A,271.96,-1.19,29.86,0.0,0.0,64,Clouds,broken clouds,2014-01-11 14:00:00,4706
9634,N/A,272.1,-1.05,30.11,0.0,0.0,64,Clouds,broken clouds,2014-01-11 15:00:00,4628
9635,N/A,271.04,-2.11,28.2,0.0,0.0,20,Clouds,few clouds,2014-01-11 16:00:00,4546
9636,N/A,269.64,-3.51,25.68,0.0,0.0,75,Clouds,broken clouds,2014-01-11 17:00:00,4470
9637,N/A,269.37,-3.78,25.2,0.0,0.0,64,Clouds,broken clouds,2014-01-11 19:00:00,3107
9638,N/A,268.82,-4.33,24.21,0.0,0.0,64,Clouds,broken clouds,2014-01-11 20:00:00,2519
9639,N/A,268.34,-4.81,23.34,0.0,0.0,64,Mist,mist,2014-01-11 21:00:00,3440
9640,N/A,268.17,-4.98,23.04,0.0,0.0,64,Mist,mist,2014-01-11 22:00:00,3505
9641,N/A,267.84,-5.31,22.44,0.0,0.0,64,Mist,mist,2014-01-11 23:00:00,1856
9642,N/A,267.73,-5.42,22.24,0.0,0.0,64,Clouds,broken clouds,2014-01-12 00:00:00,1112
9643,N/A,267.9,-5.25,22.55,0.0,0.0,64,Clouds,broken clouds,2014-01-12 01:00:00,706
9644,N/A,268.32,-4.83,23.31,0.0,0.0,64,Clouds,broken clouds,2014-01-12 02:00:00,524
9645,N/A,269.0,-4.15,24.53,0.0,0.0,64,Clouds,broken clouds,2014-01-12 03:00:00,321
9646,N/A,269.34,-3.81,25.14,0.0,0.0,64,Clouds,broken clouds,2014-01-12 04:00:00,261
9647,N/A,270.41,-2.74,27.07,0.0,0.0,64,Clouds,broken clouds,2014-01-12 05:00:00,463
9648,N/A,271.21,-1.94,28.51,0.0,0.0,64,Clouds,broken clouds,2014-01-12 06:00:00,731
9649,N/A,271.44,-1.71,28.92,0.0,0.0,64,Clouds,broken clouds,2014-01-12 07:00:00,1053
9650,N/A,272.28,-0.87,30.43,0.0,0.0,64,Clouds,broken clouds,2014-01-12 08:00:00,1643
9651,N/A,272.95,-0.2,31.64,0.0,0.0,64,Clouds,broken clouds,2014-01-12 09:00:00,2387
9652,N/A,274.49,1.34,34.41,0.0,0.0,64,Clouds,broken clouds,2014-01-12 10:00:00,3069
9653,N/A,275.83,2.68,36.82,0.25,0.0,64,Rain,light rain,2014-01-12 11:00:00,3419
9654,N/A,276.71,3.56,38.41,0.37,0.0,64,Rain,light rain,2014-01-12 12:00:00,3831
9655,N/A,277.18,4.03,39.25,0.83,0.0,64,Rain,light rain,2014-01-12 13:00:00,3997
9656,N/A,277.41,4.26,39.67,0.72,0.0,64,Rain,light rain,2014-01-12 14:00:00,3881
9657,N/A,277.63,4.48,40.06,0.67,0.0,64,Rain,light rain,2014-01-12 15:00:00,4151
9658,N/A,277.29,4.14,39.45,0.51,0.0,64,Rain,light rain,2014-01-12 16:00:00,3946
9659,N/A,275.64,2.49,36.48,0.25,0.0,64,Rain,light rain,2014-01-12 17:00:00,3662
9660,N/A,275.01,1.86,35.35,0.25,0.0,64,Rain,light rain,2014-01-12 19:00:00,2504
9661,N/A,274.98,1.83,35.29,0.25,0.0,64,Rain,light rain,2014-01-12 20:00:00,1972
9662,N/A,275.06,1.91,35.44,0.25,0.0,64,Rain,light rain,2014-01-12 21:00:00,1714
9663,N/A,275.11,1.96,35.53,0.0,0.0,64,Clouds,broken clouds,2014-01-12 22:00:00,1306
9664,N/A,274.8,1.65,34.97,0.0,0.0,64,Clouds,broken clouds,2014-01-12 23:00:00,797
9665,N/A,274.47,1.32,34.38,0.25,0.0,64,Rain,light rain,2014-01-13 00:00:00,453
9666,N/A,273.56,0.41,32.74,0.0,0.0,64,Clouds,broken clouds,2014-01-13 01:00:00,294
9667,N/A,273.36,0.21,32.38,0.0,0.0,64,Clouds,broken clouds,2014-01-13 02:00:00,210
9668,N/A,272.54,-0.61,30.9,0.0,0.0,64,Clouds,broken clouds,2014-01-13 03:00:00,307
9669,N/A,272.52,-0.63,30.87,0.0,0.0,64,Clouds,broken clouds,2014-01-13 04:00:00,755
9670,N/A,272.28,-0.87,30.43,0.0,0.0,64,Clouds,broken clouds,2014-01-13 05:00:00,2557
9671,N/A,272.17,-0.98,30.24,0.0,0.0,64,Clouds,broken clouds,2014-01-13 06:00:00,5700
9672,N/A,271.85,-1.3,29.66,0.0,0.0,64,Clouds,broken clouds,2014-01-13 07:00:00,6276
9673,N/A,270.84,-2.31,27.84,0.0,0.0,64,Clouds,broken clouds,2014-01-13 08:00:00,5592
9674,N/A,270.14,-3.01,26.58,0.0,0.0,64,Clouds,broken clouds,2014-01-13 09:00:00,4768
9675,N/A,270.77,-2.38,27.72,0.0,0.0,64,Clouds,broken clouds,2014-01-13 10:00:00,4045
9676,N/A,270.59,-2.56,27.39,0.0,0.0,64,Clouds,broken clouds,2014-01-13 11:00:00,4384
9677,N/A,271.23,-1.92,28.54,0.0,0.0,64,Snow,light snow,2014-01-13 12:00:00,4400
9678,N/A,271.03,-2.12,28.18,0.0,0.0,64,Clouds,broken clouds,2014-01-13 13:00:00,4640
9679,N/A,271.33,-1.82,28.72,0.0,0.0,64,Clouds,broken clouds,2014-01-13 14:00:00,5163
9680,N/A,271.47,-1.68,28.98,0.25,0.0,64,Rain,light rain,2014-01-13 15:00:00,5576
9681,N/A,271.06,-2.09,28.24,0.0,0.0,64,Clouds,broken clouds,2014-01-13 16:00:00,6250
9682,N/A,269.74,-3.41,25.86,0.0,0.0,64,Clouds,broken clouds,2014-01-13 17:00:00,5923
9683,N/A,269.03,-4.12,24.58,0.0,0.0,64,Clouds,broken clouds,2014-01-13 19:00:00,2872
9684,N/A,269.2,-3.95,24.89,0.0,0.0,64,Snow,light snow,2014-01-13 20:00:00,2313
9685,N/A,269.87,-3.28,26.1,0.25,0.0,64,Rain,light rain,2014-01-13 21:00:00,2107
9686,N/A,270.12,-3.03,26.55,0.0,0.0,64,Mist,mist,2014-01-13 22:00:00,1343
9687,N/A,270.26,-2.89,26.8,0.0,0.0,64,Snow,light snow,2014-01-13 23:00:00,831
9688,N/A,270.12,-3.03,26.55,0.0,0.0,90,Clouds,overcast clouds,2014-01-14 00:00:00,433
9689,N/A,270.14,-3.01,26.58,0.0,0.0,90,Snow,light snow,2014-01-14 01:00:00,332
9690,N/A,270.15,-3.0,26.6,0.0,0.0,90,Snow,snow,2014-01-14 02:00:00,242
9691,N/A,270.15,-3.0,26.6,0.0,0.0,90,Snow,snow,2014-01-14 03:00:00,401
9692,N/A,269.28,-3.87,25.03,0.0,0.0,90,Snow,snow,2014-01-14 04:00:00,877
9693,N/A,268.31,-4.84,23.29,0.0,0.0,90,Snow,light snow,2014-01-14 05:00:00,2389
9694,N/A,267.65,-5.5,22.1,0.0,0.0,90,Snow,light snow,2014-01-14 06:00:00,3948
9695,N/A,267.15,-6.0,21.2,0.0,0.0,90,Clouds,overcast clouds,2014-01-14 07:00:00,3349
9696,N/A,266.31,-6.84,19.69,0.0,0.0,90,Snow,light snow,2014-01-14 08:00:00,3080
9697,N/A,266.34,-6.81,19.74,0.0,0.0,90,Snow,light snow,2014-01-14 09:00:00,3746
9698,N/A,266.15,-7.0,19.4,0.0,0.0,90,Snow,light snow,2014-01-14 10:00:00,3740
9699,N/A,266.15,-7.0,19.4,0.0,0.0,90,Snow,light snow,2014-01-14 11:00:00,3454
9700,N/A,266.15,-7.0,19.4,0.0,0.0,90,Snow,light snow,2014-01-14 12:00:00,3764
9701,N/A,265.89,-7.26,18.93,0.0,0.0,75,Clouds,broken clouds,2014-01-14 13:00:00,4062
9702,N/A,265.89,-7.26,18.93,0.0,0.0,75,Clouds,broken clouds,2014-01-14 14:00:00,4383
9703,N/A,265.48,-7.67,18.19,0.0,0.0,1,Clear,sky is clear,2014-01-14 15:00:00,5160
9704,N/A,264.77,-8.38,16.92,0.0,0.0,75,Clouds,broken clouds,2014-01-14 16:00:00,5725
9705,N/A,264.15,-9.0,15.8,0.0,0.0,75,Clouds,broken clouds,2014-01-14 17:00:00,5693
9706,N/A,261.8,-11.35,11.57,0.0,0.0,1,Clear,sky is clear,2014-01-14 18:00:00,4284
9707,N/A,261.67,-11.48,11.34,0.0,0.0,1,Clear,sky is clear,2014-01-14 19:00:00,2951
9708,N/A,260.36,-12.79,8.98,0.0,0.0,40,Clouds,scattered clouds,2014-01-14 20:00:00,2736
9709,N/A,260.39,-12.76,9.03,0.0,0.0,1,Clear,sky is clear,2014-01-14 21:00:00,3595
9710,N/A,259.79,-13.36,7.95,0.0,0.0,64,Clouds,broken clouds,2014-01-14 23:00:00,977
9711,N/A,258.5,-14.65,5.63,0.0,0.0,20,Clouds,few clouds,2014-01-15 00:00:00,515
9712,N/A,257.96,-15.19,4.66,0.0,0.0,64,Clouds,broken clouds,2014-01-15 02:00:00,305
9713,N/A,257.44,-15.71,3.72,0.0,0.0,64,Clouds,broken clouds,2014-01-15 03:00:00,354
9714,N/A,256.74,-16.41,2.46,0.0,0.0,64,Clouds,broken clouds,2014-01-15 04:00:00,793
9715,N/A,256.32,-16.83,1.71,0.0,0.0,64,Clouds,broken clouds,2014-01-15 05:00:00,2677
9716,N/A,256.07,-17.08,1.26,0.0,0.0,64,Clouds,broken clouds,2014-01-15 06:00:00,5542
9717,N/A,256.29,-16.86,1.65,0.0,0.0,64,Clouds,broken clouds,2014-01-15 07:00:00,6193
9718,N/A,256.92,-16.23,2.79,0.0,0.0,64,Clouds,broken clouds,2014-01-15 08:00:00,5686
9719,N/A,257.66,-15.49,4.12,0.0,0.0,64,Clouds,broken clouds,2014-01-15 09:00:00,4837
9720,N/A,258.69,-14.46,5.97,0.0,0.0,64,Clouds,broken clouds,2014-01-15 10:00:00,4225
9721,N/A,259.91,-13.24,8.17,0.0,0.0,64,Clouds,broken clouds,2014-01-15 11:00:00,4560
9722,N/A,261.03,-12.12,10.18,0.0,0.0,64,Clouds,broken clouds,2014-01-15 12:00:00,4790
9723,N/A,261.74,-11.41,11.46,0.0,0.0,64,Clouds,broken clouds,2014-01-15 13:00:00,4777
9724,N/A,262.85,-10.3,13.46,0.0,0.0,90,Clouds,overcast clouds,2014-01-15 14:00:00,4735
9725,N/A,263.15,-10.0,14.0,0.0,0.0,90,Clouds,overcast clouds,2014-01-15 16:00:00,6252
9726,N/A,263.31,-9.84,14.29,0.0,0.0,64,Snow,light snow,2014-01-15 17:00:00,5258
9727,N/A,264.7,-8.45,16.79,0.25,0.0,90,Rain,light rain,2014-01-15 18:00:00,4270
9728,N/A,265.92,-7.23,18.99,0.0,0.0,64,Clouds,broken clouds,2014-01-15 20:00:00,2368
9729,N/A,266.83,-6.32,20.62,0.25,0.0,64,Rain,light rain,2014-01-15 21:00:00,2255
9730,N/A,267.6,-5.55,22.01,0.25,0.0,64,Rain,light rain,2014-01-15 22:00:00,1501
9731,N/A,267.79,-5.36,22.35,0.25,0.0,64,Rain,light rain,2014-01-15 23:00:00,956
9732,N/A,268.71,-4.44,24.01,0.0,0.0,64,Clouds,broken clouds,2014-01-16 00:00:00,513
9733,N/A,270.21,-2.94,26.71,0.0,0.0,64,Clouds,broken clouds,2014-01-16 01:00:00,334
9734,N/A,272.33,-0.82,30.52,0.0,0.0,64,Snow,light snow,2014-01-16 02:00:00,271
9735,N/A,273.4,0.25,32.45,0.0,0.0,90,Snow,light snow,2014-01-16 03:00:00,393
9736,N/A,273.96,0.81,33.46,0.0,0.0,64,Snow,light snow,2014-01-16 04:00:00,772
9737,N/A,274.12,0.97,33.75,0.0,0.0,64,Clouds,broken clouds,2014-01-16 05:00:00,2734
9738,N/A,274.15,1.0,33.8,0.0,0.0,64,Snow,light snow,2014-01-16 06:00:00,5381
9739,N/A,274.12,0.97,33.75,0.0,0.0,64,Mist,mist,2014-01-16 07:00:00,5668
9740,N/A,272.18,-0.97,30.25,0.25,0.0,64,Rain,light rain,2014-01-16 08:00:00,5568
9741,N/A,270.06,-3.09,26.44,0.32,0.0,64,Rain,light rain,2014-01-16 09:00:00,4665
9742,N/A,268.25,-4.9,23.18,1.02,0.0,75,Rain,moderate rain,2014-01-16 10:00:00,4021
9743,N/A,266.68,-6.47,20.35,0.76,0.0,64,Rain,light rain,2014-01-16 11:00:00,4377
9744,N/A,265.11,-8.04,17.53,0.0,0.0,64,Haze,haze,2014-01-16 12:00:00,4631
9745,N/A,263.45,-9.7,14.54,0.0,0.0,64,Haze,haze,2014-01-16 13:00:00,4752
9746,N/A,262.31,-10.84,12.49,0.0,0.0,64,Haze,haze,2014-01-16 14:00:00,5002
9747,N/A,261.42,-11.73,10.89,0.0,0.0,90,Clouds,overcast clouds,2014-01-16 15:00:00,5662
9748,N/A,260.86,-12.29,9.88,0.0,0.0,64,Clouds,broken clouds,2014-01-16 16:00:00,6413
9749,N/A,259.79,-13.36,7.95,0.0,0.0,64,Clouds,broken clouds,2014-01-16 17:00:00,5917
9750,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-16 19:00:00,3073
9751,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-16 20:00:00,2640
9752,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-16 21:00:00,3620
9753,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-16 22:00:00,2663
9754,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-16 23:00:00,1139
9755,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 00:00:00,619
9756,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 01:00:00,376
9757,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 02:00:00,306
9758,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 03:00:00,395
9759,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 05:00:00,2584
9760,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 06:00:00,5441
9761,N/A,256.16,-16.99,1.42,0.0,0.0,40,Clouds,scattered clouds,2014-01-17 07:00:00,6319
9762,N/A,255.92,-17.23,0.99,0.0,0.0,20,Clouds,few clouds,2014-01-17 08:00:00,5519
9763,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 10:00:00,4226
9764,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 11:00:00,4833
9765,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 12:00:00,5204
9766,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 14:00:00,5594
9767,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 15:00:00,5564
9768,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 16:00:00,6430
9769,N/A,259.4,-13.75,7.25,0.0,0.0,20,Clouds,few clouds,2014-01-17 17:00:00,6080
9770,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 19:00:00,3841
9771,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 20:00:00,2708
9772,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 21:00:00,2614
9773,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 22:00:00,2847
9774,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-17 23:00:00,2746
9775,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 00:00:00,1139
9776,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 01:00:00,690
9777,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 02:00:00,507
9778,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 03:00:00,389
9779,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 04:00:00,441
9780,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 05:00:00,750
9781,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 06:00:00,1239
9782,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 07:00:00,1822
9783,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 08:00:00,2278
9784,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 09:00:00,2789
9785,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 10:00:00,3281
9786,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 11:00:00,3655
9787,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 12:00:00,3870
9788,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 13:00:00,4146
9789,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 14:00:00,3884
9790,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 15:00:00,4290
9791,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 16:00:00,4434
9792,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 17:00:00,4085
9793,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 18:00:00,3738
9794,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 19:00:00,3001
9795,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 20:00:00,2498
9796,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 21:00:00,2400
9797,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 22:00:00,2794
9798,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-18 23:00:00,3269
9799,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-19 00:00:00,1236
9800,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-19 01:00:00,807
9801,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-19 02:00:00,544
9802,N/A,276.793,3.64,38.55,0.0,0.0,64,Clouds,broken clouds,2014-01-19 03:00:00,342
9803,N/A,269.46,-3.69,25.36,0.0,0.0,64,Clouds,broken clouds,2014-01-19 04:00:00,286
9804,N/A,270.12,-3.03,26.55,0.0,0.0,64,Clouds,broken clouds,2014-01-19 05:00:00,432
9805,N/A,270.48,-2.67,27.19,0.0,0.0,1,Clear,sky is clear,2014-01-19 06:00:00,726
9806,N/A,270.07,-3.08,26.46,0.0,0.0,64,Clouds,broken clouds,2014-01-19 07:00:00,1027
9807,N/A,270.68,-2.47,27.55,0.0,0.0,64,Clouds,broken clouds,2014-01-19 09:00:00,2477
9808,N/A,271.8,-1.35,29.57,0.0,0.0,64,Clouds,broken clouds,2014-01-19 10:00:00,3269
9809,N/A,273.72,0.57,33.03,0.0,0.0,64,Clouds,broken clouds,2014-01-19 11:00:00,3601
